1;2764.00;10.70;1542.00;small
2;2770.00;9.93;1590.00;big
3;2745.00;12.70;1653.00;big
4;2687.00;10.55;1592.00;big
5;2895.00;9.60;1561.00;big
6;2945.00;9.70;1573.00;big
7;3011.00;9.80;1555.00;big
8;3070.00;10.15;1538.00;big
9;3142.00;9.50;1824.00;small
9;3099.00;9.98;1685.00;big
9;3137.00;9.50;1742.00;small
10;3039.00;9.85;1695.00;big
11;2971.00;12.70;1794.00;small
11;2932.00;14.12;1735.00;big
12;3210.00;10.73;1983.00;big
12;3243.00;10.60;1905.00;small
13;3248.00;9.53;1804.00;big
13;3180.00;9.50;1777.00;big
14;3775.00;10.50;1657.00;small
14;3832.00;10.30;1761.00;big
14;3921.00;9.80;1669.00;big
15;3613.00;15.43;1167.00;big
15;3723.00;12.48;1145.00;small
16;2838.00;9.50;1795.00;small
16;2698.00;9.50;1782.00;big
17;3539.00;11.10;797.00;small
17;3491.00;10.98;713.00;small
17;3417.00;18.40;827.00;big
18;2757.12;9.50;1511.93;small
18;2847.78;9.50;1563.54;big
18;2806.06;9.50;1525.92;small
19;2829.00;10.10;1503.00;big
20;2833.00;10.30;1386.00;big
21;2938.00;10.57;1418.00;big
21;2997.00;9.93;1438.00;small
22;3025.00;12.32;1511.00;small
22;3068.00;12.48;1516.00;big
23;2991.00;11.10;1388.00;big
24;3078.00;14.50;1401.00;big
24;3050.00;10.73;1428.00;small
25;3152.00;10.45;1312.00;big
26;3213.00;9.75;1407.00;big
27;3166.00;14.20;1446.00;big
28;3396.00;13.25;1234.00;big
29;3045.00;9.50;1208.00;big
30;3313.97;9.50;1386.81;small
30;3359.00;9.50;1389.00;big
31;4025.00;10.57;831.00;big
31;4089.00;13.80;955.00;small
31;3988.00;10.70;935.00;big
32;1381.00;9.50;119.00;big
32;1018.00;9.50;402.00;big
32;1281.00;9.50;420.00;big
32;1123.00;9.50;121.00;big
33;376.00;9.95;1930.00;big
33;633.00;9.50;1954.00;big
34;1449.00;12.18;1098.00;big
35;1747.00;12.12;229.00;big
35;1893.00;9.75;382.00;big
36;2138.00;14.23;1954.00;big
37;3209.00;10.40;1710.00;big
38;3083.00;9.80;1572.00;big
39;3192.00;9.85;1507.00;big
40;3555.00;9.82;1652.00;big
40;3644.00;9.80;1677.00;big
41;2681.00;10.75;1318.00;big
42;2736.00;9.50;1437.00;small
42;2627.00;9.50;1432.00;big
43;2599.41;9.50;1581.47;small
43;2530.00;9.50;1654.00;big
44;2294.00;9.50;1931.00;big
44;2456.00;9.50;1812.00;big
44;2597.00;9.50;1971.00;big
45;2836.00;9.50;1927.00;big
45;2744.00;9.50;1983.00;big
45;2970.00;9.50;1983.00;small
46;3261.00;9.50;2033.00;big
46;3464.00;9.50;1939.00;small
46;3798.00;9.50;2010.00;big
47;2532.00;9.50;1241.00;big
47;2588.00;9.50;1347.00;small
48;2616.00;9.50;1172.00;small
48;2527.00;9.50;1047.00;big
49;2285.00;9.50;1721.00;small
49;2413.00;9.50;1461.00;big
49;2351.00;9.50;1620.00;big
50;2078.00;9.50;1765.00;big
50;1926.00;9.50;1961.00;big
51;2203.00;9.50;1362.00;small
51;2321.00;9.50;1332.00;big
51;2234.00;9.50;1527.00;big
52;1351.00;9.50;1255.00;big
53;1848.00;9.50;1095.00;small
53;1692.00;10.20;1167.00;big
53;1585.00;9.50;1166.00;big
54;1745.00;9.50;1536.00;big
55;1882.00;9.50;1641.00;big
56;2089.00;9.50;1303.00;big
56;2034.00;9.50;1461.00;big
57;1804.00;9.50;1309.00;big
57;1863.00;9.50;1433.00;big
58;2265.00;9.50;1153.00;big
58;2355.00;9.50;1038.00;big
59;2087.00;9.50;952.00;big
59;2001.00;9.50;1114.00;big
60;3850.00;9.50;759.00;big
60;3690.00;9.50;548.00;big
60;3905.00;9.50;541.00;big
61;2491.00;9.50;826.00;small
61;2296.00;9.50;872.00;big
62;2874.00;9.50;404.00;big
62;2696.00;9.50;581.00;big
63;1882.00;9.50;201.00;small
63;1619.00;9.50;96.00;big
63;1799.00;9.50;39.00;big
64;2338.00;9.50;117.00;big
64;2025.00;9.50;104.00;big
65;3028.00;9.50;119.00;big
65;3300.00;9.50;58.00;big
66;2210.00;9.50;377.00;big
66;2433.00;9.50;538.00;big
67;2853.00;9.50;100.00;small
67;2649.00;9.50;149.00;big
68;2827.00;9.50;1303.00;big
68;2780.64;9.50;1253.47;small
69;3312.71;9.50;1208.98;big
70;3618.00;9.50;1344.00;big
70;3599.00;9.50;1431.00;big
71;4235.00;9.50;629.00;big
71;4256.00;9.50;468.00;small
71;4072.00;9.50;529.00;big
72;4348.00;9.50;738.00;small
73;4412.00;9.50;798.00;small
74;4184.00;9.50;93.00;big
74;4117.00;9.50;288.00;big
75;4532.00;9.50;768.00;small
75;4474.00;9.50;653.00;big
75;4634.00;9.50;847.00;big
76;4753.00;9.50;1081.00;big
76;4818.00;9.50;1117.00;big
77;4697.00;9.50;1238.00;small
78;4879.00;9.50;937.00;big
78;4871.00;9.50;789.00;big
79;5006.00;9.50;1471.00;big
79;4908.00;9.50;1320.00;big
80;4689.00;9.50;798.00;big
80;4703.00;9.50;711.00;big
81;5236.00;9.50;355.00;big
81;5096.00;9.50;419.00;big
82;4943.00;9.50;431.00;big
83;5280.00;9.50;520.00;big
83;5421.00;9.50;360.00;big
84;5203.00;9.57;738.00;big
84;4962.00;9.50;746.00;small
84;5145.00;9.50;582.00;big
85;3708.00;9.50;310.00;big
85;3902.00;9.50;151.00;small
85;3552.00;9.50;92.00;big
86;5327.00;9.50;135.00;small
86;5196.00;9.50;97.00;big
86;5519.00;9.50;154.00;big
87;5229.00;9.50;1713.00;big
87;5094.00;9.50;1521.00;big
88;116.00;9.50;1877.00;big
88;5500.00;9.50;1730.00;big
89;829.00;9.50;1528.00;small
89;901.00;9.50;1366.00;big
90;5066.00;9.50;1344.00;small
90;4942.00;9.50;1182.00;big
90;5028.00;9.50;1239.00;big
91;4882.00;9.50;521.00;big
92;4696.00;9.50;429.00;big
93;4588.00;9.50;549.00;small
93;4690.00;11.12;612.00;big
93;4795.00;9.50;641.00;small
94;5092.00;9.50;896.00;big
94;5024.00;10.50;1059.00;small
94;5186.00;9.50;1033.00;big
95;5401.00;9.50;1087.00;big
95;48.00;9.50;1185.00;big
95;5532.00;9.50;1201.00;big
96;5448.00;9.50;1500.00;big
96;11.00;9.50;1526.00;big
97;104.00;11.80;608.00;big
97;5344.00;9.50;897.00;big
97;5592.00;9.50;546.00;big
97;5423.00;9.50;655.00;big
97;5489.00;10.20;748.00;big
98;4744.00;9.50;68.00;big
98;4945.00;9.50;79.00;big
99;4504.00;9.50;82.00;big
99;4457.00;9.55;481.00;big
99;4470.00;9.50;266.00;small
100;3366.00;9.50;1062.00;small
100;3450.00;9.50;905.00;small
101;4106.00;9.50;810.00;big
101;4253.00;9.50;852.00;big
102;3499.00;9.50;516.00;big
102;3599.00;9.50;696.00;big
103;3411.00;9.50;283.00;big
104;3849.00;9.50;963.00;big
104;3735.00;9.50;882.00;big
104;3683.00;9.80;1074.00;small
105;435.00;12.40;989.00;big
105;441.00;9.50;1175.00;big
105;211.00;9.50;1103.00;big
106;1105.00;9.50;1159.00;small
106;1284.00;9.50;1091.00;small
106;1021.00;9.50;1287.00;big
107;1515.00;9.50;919.00;small
107;1439.00;9.50;995.00;big
108;1610.00;9.50;494.00;big
108;1619.00;9.50;213.00;big
108;1559.00;9.50;353.00;big
109;1507.00;9.50;643.00;big
109;1450.00;9.50;782.00;big
110;1308.00;9.50;834.00;big
110;1122.00;9.50;972.00;big
110;1173.00;9.50;690.00;big
111;662.00;9.50;1017.00;big
111;757.00;9.50;1212.00;big
111;892.00;9.50;1047.00;big
112;806.00;9.50;116.00;big
112;338.00;9.50;146.00;big
112;643.00;9.50;62.00;big
112;85.00;9.50;118.00;big
112;548.00;9.50;167.00;big
113;629.00;9.50;310.00;big
113;831.00;9.50;370.00;big
113;721.00;9.50;497.00;big
114;642.00;9.50;1686.00;small
114;342.00;9.50;1730.00;big
115;748.00;9.50;1471.00;big
115;578.00;9.50;1448.00;big
116;3563.00;14.68;1251.00;big
116;3674.00;13.25;1255.00;small
117;1569.00;10.00;1492.00;big
118;907.00;13.28;1658.00;big
119;1520.00;9.90;1404.00;big
120;1491.00;10.62;1616.00;big
120;1400.00;11.03;1636.00;big
121;1786.00;9.70;1683.00;small
121;1586.00;10.40;1642.00;big
121;1669.00;9.50;1857.00;big
122;1103.00;11.15;1793.00;big
122;884.00;12.80;1799.00;big
122;1184.00;9.50;1975.00;big
123;1119.00;14.28;1327.00;big
123;1244.00;15.90;1204.00;small
124;1764.00;9.80;1007.00;big
125;2128.00;11.98;566.00;big
125;2012.00;10.40;522.00;small
126;2905.00;14.55;1245.00;big
126;2829.00;13.93;1232.00;small
127;3261.00;10.10;1106.00;big
127;2586.00;9.70;931.00;big
127;2892.00;10.70;907.00;big
127;3144.00;9.70;1130.00;big
127;2671.00;10.50;998.00;big
127;3233.00;10.95;984.00;big
127;2799.00;10.00;1108.00;big
127;2921.00;10.53;954.00;big
127;3020.00;10.62;931.00;small
127;3084.00;15.53;1100.00;big
127;2905.00;9.98;1159.00;small
128;3285.00;9.80;1146.00;big
129;3259.00;12.53;1307.00;big
129;3335.00;10.73;1308.00;small
130;3272.00;9.90;1475.00;big
130;3242.00;10.25;1514.00;small
131;3266.00;9.90;1617.00;big
131;3272.00;9.80;1576.00;small
132;3310.00;10.40;1927.00;big
132;3329.00;10.40;1846.00;small
132;3397.00;10.00;1922.00;small
133;3475.00;9.80;1626.00;small
133;3492.00;9.90;1568.00;big
134;3536.00;13.95;1351.00;big
134;3474.00;12.90;1371.00;small
135;3497.00;9.80;1433.00;small
135;3437.00;9.78;1428.00;big
136;3700.00;9.80;1372.00;big
136;4008.00;11.15;1459.00;small
136;3813.00;9.80;1536.00;small
136;3878.00;11.32;1322.00;small
137;3617.00;9.78;1554.00;big
137;3557.00;9.60;1478.00;big
138;3721.00;12.43;1664.00;small
138;3713.00;16.12;1573.00;big
139;3242.00;13.85;227.00;small
139;3142.00;12.40;155.00;big
139;3074.00;14.12;278.00;big
140;2765.00;10.23;864.00;small
140;2784.00;10.30;769.00;big
140;2619.00;11.98;840.00;big
141;4167.00;10.30;1045.00;big
141;4232.00;10.30;1056.00;small
142;4359.00;11.05;781.00;small
142;4377.00;9.80;894.00;big
143;4568.00;14.15;1280.00;small
143;4618.00;9.73;1308.00;big
144;4454.00;10.30;1142.00;small
144;4387.00;19.73;1161.00;big
